,xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H,Name
188,ch14uvag00260185,ch:1:sloid:70616:0:384512,K,01,,,20260327,,20260412,ch14uvag00062854,2560472.0,1129755.0,0,"Vionnaz, croisée d'Illarsaz"
189,ch14uvag00379822,ch:1:sloid:70622:0:1001,A,01,,,20260327,,20260412,ch14uvag00051381,2571763.0,1134928.0,0,"Le Sépey, Aux Caudreys"
190,ch14uvag00271737,ch:1:sloid:70617:0:272008,,01,,,20260327,,20260412,ch14uvag00062855,2559739.0,1129449.0,0,"Vionnaz, gare"
193,ch14uvag00272068,ch:1:sloid:70571:0:590000,,02,,,20260327,,20260412,ch14uvag00062682,2560787.2726,1147086.2488,0,"Villard-sur-Chamby, P.-Forand"
195,ch14uvag00379818,ch:1:sloid:70607:0:1002,B,02,,,20260327,,20260412,ch14uvag00055481,2565693.71661,1127359.74799,0,"Ollon VD, gare"
196,ch14uvag00267554,ch:1:sloid:70568:0:28367,,02,,,20260327,,20260412,ch14uvag00056512,2548591.0,1149881.0,0,"Puidoux, Logis du Pont"
197,ch14uvag00273489,ch:1:sloid:1871:0:876289,,02,,,20260327,,20260412,ch14uvag00053651,2517696.0,1150297.0,0,"Montherod, village"
198,ch14uvag00235921,ch:1:sloid:91330::21,,21,,,20201213,,20260412,ch14uvag00065275,2684834.0,1251731.0,0,"Zürich, Saatlenstrasse"
199,ch14uvag00283436,ch:1:sloid:94497::1,,01,,,20250107,,20260412,ch14uvag00055456,2636614.80124,1240475.9933,0,"Oftringen, Neuquartier"
200,ch14uvag00265795,ch:1:sloid:3574:0:29640,,01,,,20260327,,20260412,ch14uvag00041920,2658773.0,1260261.0,0,"Brugg AG, Au"
201,ch14uvag00287896,ch:1:sloid:92574:0:572973,,02,,,20230208,,20260412,ch14uvag00058605,2690537.50688,1283599.2509,0,"Schaffhausen, Säntisstrasse"
202,ch14uvag00259127,ch:1:sloid:70371:0:110427,,02,,,20260327,,20260412,ch14uvag00061243,2548380.0,1173471.0,0,"Thierrens, Carron"
203,ch14uvag00379830,ch:1:sloid:70610:0:1002,B,02,,,20260327,,20260412,ch14uvag00043852,2566354.0,1128462.0,0,"Ollon VD, Crettaz-Tavez"
205,ch14uvag00265043,ch:1:sloid:70590:0:932763,,02,,,20260327,,20260412,ch14uvag00043186,2558049.0,1133299.0,0,"Chessel, village"
206,ch14uvag00259234,ch:1:sloid:70372:0:145464,,02,,,20260327,,20260412,ch14uvag00061245,2548098.0,1173155.0,0,"Thierrens, Fontana-Bion"
207,ch14uvag00229383,ch:1:sloid:90953::52,,52,,,20201213,,20260412,ch14uvag00064037,2697302.0,1262617.0,0,"Winterthur, Haldengut"
208,ch14uvag00270933,ch:1:sloid:4774:0:486744,E,04,,,20260327,,20260412,ch14uvag00064403,2539072.49168,1181383.31733,0,"Yverdon-les-Bains, gare"
209,ch14uvag00241431,ch:1:sloid:95606:0:01,B,01,,,20260327,,20260412,ch14uvag00096284,2588119.0,1222862.0,0,"Biel/Bienne, Stadien/Stades"
210,ch14uvag00293329,ch:1:sloid:73086::2,B,02,,,20260327,,20260412,ch14uvag00039059,2694722.76244,1180556.7939,0,"Amsteg, St. Anton"
211,ch14uvag00244814,ch:1:sloid:79166:0:2,,02,,,20260327,20260414.0,20260412,ch14uvag00043724,2555297.92469,1147663.25296,0,"Corsier-sur-Vevey, Omballes"
213,ch14uvag00272875,ch:1:sloid:70370:0:158008,,01,,,20260327,,20260412,ch14uvag00044283,2549941.56674,1174654.75073,0,"Denezy, collège"
214,ch14uvag00379835,ch:1:sloid:70611:0:1001,A,01,,,20260327,,20260412,ch14uvag00055793,2566847.0,1128697.0,0,"Panex, En Mers"
215,ch14uvag00270818,ch:1:sloid:70420:0:683796,A,04,,,20260327,,20260412,ch14uvag00059366,2549553.0,1158174.0,0,"Servion, poste/croisée"
216,ch14uvag00270940,ch:1:sloid:1795:0:129654,A,02,,,20260327,,20260412,ch14uvag00043869,2602155.00058,1128440.00111,0,"Crans-Montana, Le Mèrignou"
217,ch14uvag00230674,ch:1:sloid:7181:1:3,,10,,,20101212,,20260412,ch14uvag00061289,2614791.239,1178556.955,0,"Thun, Lauitor"
219,ch14uvag00227307,ch:1:sloid:76788::51,,51,,,20201213,,20260412,ch14uvag00062101,2696587.0,1244466.0,0,"Uster, Burgreben"
220,ch14uvag00232817,ch:1:sloid:87348::20,,20,,,20201213,,20260412,ch14uvag00065000,2683126.0,1247936.0,0,"Zürich, Bahnhofplatz/HB"
221,ch14uvag00229543,ch:1:sloid:90990::50,,50,,,20220207,,20260412,ch14uvag00064084,2698888.0,1261460.0,0,"Winterthur, Rudolf Diesel"
222,ch14uvag00327521,ch:1:sloid:16353:0:1,1,615,,,20241121,,20260412,ch14uvag00039833,2663820.30498,1225876.30719,0,Baldegg Kloster
223,ch14uvag00245325,ch:1:sloid:4962:0:1,,01,,,20260327,,20260412,ch14uvag00053750,2556423.62485,1149347.87775,0,"Monts-de-Corsier, Longpraz"
224,ch14uvag00227255,ch:1:sloid:90473::81,,81,,,20201213,,20260412,ch14uvag00038559,2682963.0,1240957.0,0,"Adliswil, Hofackerstrasse"
225,ch14uvag00235284,ch:1:sloid:90741::51,,51,,,20210720,,20260412,ch14uvag00055573,2685762.0,1253304.0,0,"Opfikon, Austrasse"
226,ch14uvag00251920,ch:1:sloid:70410:0:17796,,04,,,20260327,,20260412,ch14uvag00057717,2560167.08316,1190132.9113,0,"Rueyres-les-Prés, village"
227,ch14uvag00329552,ch:1:sloid:1211:0:1646,,05,,,20260327,,20260412,ch14uvag00043130,2534559.0,1152745.0,0,"Chavannes-près-Renens, UNIL-Chamberonne"
228,ch14uvag00328378,ch:1:sloid:6035:2:2,2,430,,,20241121,,20260412,ch14uvag00058881,2703342.85954,1261956.87948,0,Schottikon
229,ch14uvag00235348,ch:1:sloid:87932::50,,50,,,20201213,,20260412,ch14uvag00040234,2711936.0,1246467.0,0,"Bauma, Lipperschwändi"
230,ch14uvag00261318,ch:1:sloid:70384:0:132860,,02,,,20260327,,20260412,ch14uvag00043154,2555474.0,1178981.0,0,"Cheiry, Coumin"
231,ch14uvag00264776,ch:1:sloid:70385:0:670004,,02,,,20260327,,20260412,ch14uvag00064476,2547333.0,1182907.0,0,"Yvonand, dessus-du-village"
232,ch14uvag00267509,ch:1:sloid:70398:0:895379,,02,,,20260327,,20260412,ch14uvag00041219,2544438.0,1174220.0,0,"Bioley-Magnoux, Moulin agr."
233,ch14uvag00252280,ch:1:sloid:70412:0:15436,,02,,,20260327,,20260412,ch14uvag00062301,2563179.14384,1191826.44885,0,"Vallon, Musée romain"
234,ch14uvag00267421,ch:1:sloid:70433:0:77182,,02,,,20260327,,20260412,ch14uvag00057489,2547355.0,1162911.0,0,"Ropraz, village"
235,ch14uvag00226494,ch:1:sloid:76246::51,,51,,,20201213,,20260412,ch14uvag00056778,2677876.0,1253984.0,0,"Regensdorf, Ostring"
236,ch14uvag00278460,ch:1:sloid:7374:0:533952,21,21,,,20221104,,20260412,ch14uvag00049743,2639984.9754,1159414.16961,0,Kleine Scheidegg
237,ch14uvag00330813,ch:1:sloid:95708:0:50,,50,,,20231018,,20260412,ch14uvag00165602,2669751.75513,1252634.68217,0,"Spreitenbach, Glattler"
238,ch14uvag00226254,ch:1:sloid:90689::50,,50,,,20201213,,20260412,ch14uvag00049676,2683842.0,1241815.0,0,"Kilchberg ZH,Schulhaus Dorfstr"
239,ch14uvag00283622,ch:1:sloid:2712::2,,02,,,20250107,,20260412,ch14uvag00055454,2636448.25991,1240275.88633,0,"Oftringen, Kreuzplatz"
240,ch14uvag00264581,ch:1:sloid:787:0:764653,,02,,,20260327,,20260412,ch14uvag00063945,2658243.0,1258182.0,0,"Windisch, Weiermatt"
241,ch14uvag00236074,ch:1:sloid:76559:1:11,A,23,,,19980101,,20260412,ch14uvag00061302,2614440.076,1178461.689,0,"Thun, Postbrücke"
242,ch14uvag00226119,ch:1:sloid:90681::53,,53,,,20240223,,20260412,ch14uvag00049663,2684146.0,1241551.0,0,"Kilchberg ZH, Lindt & Sprüngli"
243,ch14uvag00234984,ch:1:sloid:76579:1:4,,18,,,20000528,,20260412,ch14uvag00060607,2614918.286,1181016.28,0,"Steffisburg, Dorf"
244,ch14uvag00379131,ch:1:sloid:4494:0:1002,P,16,,,20260123,,20260412,ch14uvag00221893,2562829.0,1123329.0,0,"Monthey, Sous Hautavy"
245,ch14uvag00384329,ch:1:sloid:95940::2,,02,,,20260327,,20260412,ch14uvag00166098,2688132.29405,1165315.6057,0,"Andermatt, Bodenstrasse 2"
246,ch14uvag00249651,ch:1:sloid:7302:0:01,,01,,,20260327,,20260412,ch14uvag00225261,2696986.16725,1225065.53413,0,"Schindellegi, Zündi"
247,ch14uvag00325740,ch:1:sloid:8285:0:384188,1,707,,,20230714,,20260412,ch14uvag00046608,2622743.67334,1209377.89671,0,Gammenthal
248,ch14uvag00228517,ch:1:sloid:7889:1:6,,10,,,19990101,,20260412,ch14uvag00061239,2609621.784,1177796.611,0,"Thierachern, Wahlen"
249,ch14uvag00233489,ch:1:sloid:91414::11,,11,,,20201213,,20260412,ch14uvag00065361,2682180.0,1246214.0,0,"Zürich, Waffenplatz-/Bederstr."
250,ch14uvag00384077,ch:1:sloid:76558:1:19,,32,,,20250127,,20260412,ch14uvag00061293,2614196.58476,1178722.60141,0,"Thun, Marktgasse"
251,ch14uvag00265713,ch:1:sloid:70438:0:42752,,01,,,20260327,,20260412,ch14uvag00042900,2552198.0,1157880.0,0,"Châtillens, gare"
252,ch14uvag00265548,ch:1:sloid:70450:0:871213,A,01,,,20260327,,20260412,ch14uvag00043174,2555109.0,1158507.0,0,Chesalles-sur-Oron
253,ch14uvag00273484,ch:1:sloid:70441:0:851009,,01,,,20260327,,20260412,ch14uvag00044784,2554949.0,1155064.0,0,"Ecoteaux, Platta-Pierraz"
254,ch14uvag00266410,ch:1:sloid:5920:0:101878,,01,,,20260327,,20260412,ch14uvag00224994,2589610.0,1118338.0,0,"Châteauneuf-Conthey, gare"
255,ch14uvag00247123,ch:1:sloid:2781:0:4,D,04,,,20260327,,20260412,ch14uvag00064759,2681729.0,1225231.0,0,"Zug, Metalli/Bahnhof"
256,ch14uvag00270815,ch:1:sloid:70417:0:123410,,02,,,20260327,,20260412,ch14uvag00053707,2546687.0,1159244.0,0,"Montpreveyres, village"
257,ch14uvag00265010,ch:1:sloid:70423:0:328427,,02,,,20260327,,20260412,ch14uvag00045786,2549835.0,1160051.0,0,"Ferlens VD, Champ des Oches"
258,ch14uvag00266986,ch:1:sloid:70422:0:657641,,02,,,20260327,,20260412,ch14uvag00045787,2549771.0,1159794.0,0,"Ferlens VD, Le Moulin"
259,ch14uvag00273744,ch:1:sloid:70419:0:556041,,01,,,20260327,,20260412,ch14uvag00051638,2547865.0,1157317.0,0,"Les Cullayes, Pra la Tête"
260,ch14uvag00266988,ch:1:sloid:70416:0:880442,,02,,,20260327,,20260412,ch14uvag00043195,2559226.0,1193448.0,0,"Chevroux, port"
261,ch14uvag00242098,ch:1:sloid:91498::508801,,03,,,20260327,,20260412,ch14uvag00055877,2722220.78171,1076235.21255,0,"Pedrinate, Chiesa"
263,ch14uvag00229498,ch:1:sloid:90988::11,,11,,,20220207,,20260412,ch14uvag00064086,2699418.0,1263063.0,0,"Winterthur, Römertor"
264,ch14uvag00237777,ch:1:sloid:30237:0:715547,,02,,,20260327,,20260412,ch14uvag00054162,2646725.0,1134088.0,0,Mörel (Riederalpbahn)
265,ch14uvag00268954,ch:1:sloid:3737:0:519913,,02,,,20260327,,20260412,ch14uvag00063901,2702795.0,1220767.0,0,"Willerzell, Kirche"
266,ch14uvag00287825,ch:1:sloid:92538:0:636656,,01,,,20230209,,20260412,ch14uvag00058552,2689584.95583,1284679.88729,0,"Schaffhausen, Geisshof"
267,ch14uvag00234813,ch:1:sloid:91204::11,,11,,,20201213,,20260412,ch14uvag00065146,2682223.0,1245886.0,0,"Zürich, Hügelstrasse"
268,ch14uvag00383589,ch:1:sloid:70109:0:327,D,50,,,20241215,,20260412,ch14uvag00043761,2528717.4028,1162754.91115,0,"Cossonay-Ville, centre"
269,ch14uvag00235993,ch:1:sloid:91068::81,,81,,,20201213,,20260412,ch14uvag00064996,2679099.0,1250091.0,0,"Zürich, Bändliweg"
270,ch14uvag00226443,ch:1:sloid:87982::51,,51,,,20201213,,20260412,ch14uvag00053076,2689056.0,1237116.0,0,"Meilen, Zentrum Feldmeilen"
271,ch14uvag00229477,ch:1:sloid:73673::11,,11,,,20220207,,20260412,ch14uvag00063999,2695857.0,1262637.0,0,"Winterthur, Blumenau"
272,ch14uvag00384317,ch:1:sloid:94471::2,,02,,,20260327,,20260412,ch14uvag00039072,2688214.01335,1165500.22868,0,"Andermatt, Bodenstrasse 1"
273,ch14uvag00253083,ch:1:sloid:73508::50,,50,,,20220610,,20260412,ch14uvag00045717,2699786.0,1249102.0,0,"Fehraltorf, Halden"
274,ch14uvag00241278,ch:1:sloid:76391:0:14,N,14,,,20210401,,20260412,ch14uvag00041028,2585213.0,1220227.0,0,"Biel/Bienne, Bahnhof/Gare"
275,ch14uvag00254159,ch:1:sloid:76106::55,D,55,,,20251204,,20260412,ch14uvag00057030,2696152.61783,1229311.75885,0,"Richterswil, Bahnhof"
276,ch14uvag00253980,ch:1:sloid:73206::51,,51,,,20220610,,20260412,ch14uvag00039716,2683365.0,1261720.0,0,"Bachenbülach, Schmiede"
277,ch14uvag00326496,ch:1:sloid:3414:0:1,1,732,,,20241121,,20260412,ch14uvag00053168,2668779.22319,1269037.0535,0,Mellikon
278,ch14uvag00265316,ch:1:sloid:70451:0:462223,,04,,,20260327,,20260412,ch14uvag00042327,2555952.0,1158380.0,0,"Bussigny-sur-Oron, croisée"
279,ch14uvag00265067,ch:1:sloid:70474:0:149448,,01,,,20260327,,20260412,ch14uvag00042845,2558668.0,1175294.0,0,"Cerniaz VD, La Croisée"
280,ch14uvag00250929,ch:1:sloid:70467:0:16129,,02,,,20260327,,20260412,ch14uvag00041167,2558959.37332,1171532.76246,0,"Billens, hôpital"
281,ch14uvag00293310,ch:1:sloid:865:0:165980,,02,,,20260327,,20260412,ch14uvag00060301,2575338.20463,1239436.15634,0,"St-Brais, village"
282,ch14uvag00331389,ch:1:sloid:1061:0:1,1,01,,,20260327,,20260412,ch14uvag00050449,2498054.34477,1145663.13363,0,La Givrine
283,ch14uvag00264514,ch:1:sloid:1872:0:110931,,04,,,20260327,,20260412,ch14uvag00047025,2514093.0,1151530.0,0,"Gimel, Le Prunier"
284,ch14uvag00380191,ch:1:sloid:81047:0:1002,V,22,,,20260123,,20260412,ch14uvag00038709,2562714.0,1129616.0,0,"Aigle, Pautex"
285,ch14uvag00252408,ch:1:sloid:4631:0:15139,,02,,,20260327,,20260412,ch14uvag00052825,2577859.46799,1181643.44217,0,"Marly, Les Rittes"
286,ch14uvag00340227,ch:1:sloid:91734::51,,51,,,20231201,,20260412,ch14uvag00049425,2704879.0,1233035.0,0,"Jona, Lenggiserstrasse"
288,ch14uvag00253371,ch:1:sloid:73718::52,D,52,,,20220610,,20260412,ch14uvag00041232,2675453.0,1245630.0,0,"Birmensdorf ZH, Bahnhof"
289,ch14uvag00251825,ch:1:sloid:77636:0:15669,,01,,,20260327,,20260412,ch14uvag00046145,2557599.23285,1191305.87806,0,"Forel FR, La Vernase"
290,ch14uvag00265544,ch:1:sloid:70461:0:66820,,01,,,20260327,,20260412,ch14uvag00045480,2550117.0,1157024.0,0,"Essertes, village"
291,ch14uvag00273487,ch:1:sloid:70458:0:563079,,02,,,20260327,,20260412,ch14uvag00063021,2551503.0,1158075.0,0,"Vuibroye, village"
292,ch14uvag00325239,ch:1:sloid:598:0:02,B,02,,,20260327,,20260412,ch14uvag00055527,2635326.28059,1244431.02756,0,"Olten, Postplatz"
293,ch14uvag00247670,ch:1:sloid:2747:0:1,,01,,,20260327,,20260412,ch14uvag00050206,2690361.0,1220560.0,0,"Oberägeri, Ländli"
294,ch14uvag00332941,ch:1:sloid:70440:0:359919,,04,,,20260327,,20260412,ch14uvag00055783,2553919.08279,1154746.37534,0,"Palézieux, gare"
295,ch14uvag00265552,ch:1:sloid:70449:0:3365,,01,,,20260327,,20260412,ch14uvag00055646,2554085.62917,1158399.88747,0,"Oron-le-Châtel, Château"
296,ch14uvag00265715,ch:1:sloid:70442:0:638177,,01,,,20260327,,20260412,ch14uvag00044783,2555582.0,1154816.0,0,"Ecoteaux, laiterie"
298,ch14uvag00258276,ch:1:sloid:70452:0:853148,,02,,,20260327,,20260412,ch14uvag00060358,2556293.48284,1158522.38871,0,"St-Martin FR, village"
300,ch14uvag00247125,ch:1:sloid:2761:0:2,,02,,,20260327,,20260412,ch14uvag00053261,2687329.0,1225907.0,0,"Menzingen, Dorf"
301,ch14uvag00296961,ch:1:sloid:2918:0:716382,,01,,,20260327,,20260412,ch14uvag00222968,2674709.47561,1185128.46782,0,"Engelberg, Eien"
302,ch14uvag00260960,ch:1:sloid:70473:0:638821,,02,,,20260327,,20260412,ch14uvag00044517,2557571.3907,1173099.37999,0,"Dompierre VD, village"
305,ch14uvag00258597,ch:1:sloid:70478:0:938047,,02,,,20260327,,20260412,ch14uvag00042906,2561351.0,1178625.0,0,"Châtonnaye, Champ-des-Forches"
307,ch14uvag00385127,ch:1:sloid:11744::50,,50,,,20241215,,20260412,ch14uvag00383406,2710254.15397,1247050.55391,0,"Bauma, Seewadel"
308,ch14uvag00226163,ch:1:sloid:76230::50,,50,,,20201213,,20260412,ch14uvag00063719,2701780.0,1264260.0,0,"Wiesendangen, Dorf"
309,ch14uvag00245569,ch:1:sloid:3095:0:304105,1,01,,,20260327,,20260412,ch14uvag00059786,2681867.70264,1241536.45583,0,Sood-Oberleimbach
310,ch14uvag00379300,ch:1:sloid:6352:0:0,,,,,20210401,,20260412,ch14uvag00063391,2757929.32259,1259993.01233,0,Wartensee
311,ch14uvag00229063,ch:1:sloid:76260::71,,71,,,20230124,,20260412,ch14uvag00042150,2675321.0,1256287.0,0,"Buchs-Dällikon, Bahnhof"
312,ch14uvag00379991,ch:1:sloid:79041:0:1002,J,10,,,20260123,,20260412,ch14uvag00053680,2561810.0,1121680.0,0,"Choëx, Outre-Vièze"
313,ch14uvag00264442,ch:1:sloid:70443:0:789893,,01,,,20260327,,20260412,ch14uvag00052784,2556651.0,1155534.0,0,"Maracon, bif."
314,ch14uvag00347512,ch:1:sloid:70465:0:16323,,02,,,20260327,20260421.0,20260412,ch14uvag00057443,2559755.56722,1171487.96186,0,"Romont FR, gare"
315,ch14uvag00265033,ch:1:sloid:70470:0:455391,,01,,,20260327,,20260412,ch14uvag00056335,2557537.0,1172128.0,0,"Prévonloup, café"
316,ch14uvag00229481,ch:1:sloid:76178::52,,52,,,20220207,,20260412,ch14uvag00064122,2695250.0,1260500.0,0,"Winterthur, Töss"
317,ch14uvag00340206,ch:1:sloid:91737::51,,51,,,20231201,,20260412,ch14uvag00049428,2705965.0,1232159.0,0,"Jona, Neuhof"
318,ch14uvag00293871,ch:1:sloid:2928:0:54358,,01,,,20260327,,20260412,ch14uvag00222946,2673045.76352,1186221.26773,0,"Engelberg, Waldegg"
319,ch14uvag00255004,ch:1:sloid:8504:0:564799,,MH,,,20250225,,20260412,ch14uvag00053037,2669583.50987,1209581.58476,0,Meggenhorn
322,ch14uvag00269229,ch:1:sloid:70479:0:672313,,01,,,20260327,,20260412,ch14uvag00042907,2561099.0,1179036.0,0,"Châtonnaye, Les Beauregard"
324,ch14uvag00266995,ch:1:sloid:70480:0:719602,,01,,,20260327,,20260412,ch14uvag00061473,2560630.0,1179219.0,0,"Trey, Les Folosses"
325,ch14uvag00265204,ch:1:sloid:70477:0:561648,,01,,,20260327,,20260412,ch14uvag00057559,2560740.83027,1176596.23456,0,"Rossens VD, La Rapette"
326,ch14uvag00380075,ch:1:sloid:79132:0:1002,L,12,,,20260123,,20260412,ch14uvag00055478,2566301.0,1127017.0,0,"Ollon VD, bif. rte d'Antagnes"
327,ch14uvag00233354,ch:1:sloid:91170::20,,20,,,20240223,,20260412,ch14uvag00065108,2680644.0,1247320.0,0,"Zürich, Gutstrasse"
328,ch14uvag00240776,ch:1:sloid:89002:0:4,,04,,,20260327,,20260412,ch14uvag00040712,2603539.0,1198494.0,0,"Bern, Saali"
329,ch14uvag00253175,ch:1:sloid:73714::50,,50,,,20220610,,20260412,ch14uvag00057268,2677504.0,1245994.0,0,"Ringlikon, Langwies"
330,ch14uvag00267835,ch:1:sloid:1753:0:560691,J,10,,,20251107,,20260412,ch14uvag00041801,2642224.20817,1129902.29071,0,"Brig, Bahnhof"
331,ch14uvag00378959,ch:1:sloid:1534:0:287359,,,,,20241121,,20260412,ch14uvag00059753,2576291.35665,1096397.18569,0,Som-la-Proz
332,ch14uvag00379227,ch:1:sloid:4577:0:726345,3,,,,20230811,,20260412,ch14uvag00054074,2575415.40549,1197809.58474,0,Murten/Morat (Schiff/bateau)
334,ch14uvag00271451,ch:1:sloid:70752:0:932448,,02,,,20260327,,20260412,ch14uvag00058395,2593739.00516,1124481.7729,0,"Savièse, Fontany"
335,ch14uvag00273631,ch:1:sloid:70765:0:229620,,01,,,20260327,,20260412,ch14uvag00058398,2591012.0,1128641.0,0,"Savièse, Plan-d'Agy"
336,ch14uvag00266998,ch:1:sloid:70481:0:663683,,02,,,20260327,,20260412,ch14uvag00061472,2560817.0,1179905.0,0,"Trey, village"
337,ch14uvag00265036,ch:1:sloid:70471:0:510128,,02,,,20260327,,20260412,ch14uvag00056336,2557458.0,1172310.0,0,"Prévonloup, poste"
338,ch14uvag00274246,ch:1:sloid:70488:0:755265,,02,,,20260327,,20260412,ch14uvag00056461,2567146.0,1181124.0,0,"Prez-vers-Noréaz, Médecin"
339,ch14uvag00260805,ch:1:sloid:70768:0:873302,,01,,,20260327,,20260412,ch14uvag00058408,2589303.0,1130172.0,0,"Savièse, Tsanfleuron"
340,ch14uvag00264921,ch:1:sloid:70482:0:187484,,02,,,20260327,,20260412,ch14uvag00061474,2561219.0,1180921.0,0,"Trey, Planche-à-Failly"
341,ch14uvag00233609,ch:1:sloid:91043::21,,21,,,20201213,,20260412,ch14uvag00064987,2680660.0,1250425.0,0,"Zürich, Am Börtli"
342,ch14uvag00237251,ch:1:sloid:77161::10,,10,,,20230109,,20260412,ch14uvag00044708,2668648.7722,1215206.46439,0,"Ebikon, Bahnhof"
343,ch14uvag00253008,ch:1:sloid:81612::50,,50,,,20241220,,20260412,ch14uvag00045034,2707852.43988,1261018.75451,0,"Elgg, Meisenplatz"
344,ch14uvag00227332,ch:1:sloid:76882:1:2,,11,,,19930201,,20260412,ch14uvag00060898,2624827.926,1170241.017,0,"Sundlauenen, Geisskilche"
345,ch14uvag00260469,ch:1:sloid:70758:0:98017,,01,,,20260327,,20260412,ch14uvag00056141,2591164.0,1126855.0,0,Plan-Cernet
347,ch14uvag00258311,ch:1:sloid:70753:0:894630,,01,,,20260327,,20260412,ch14uvag00058389,2593956.76475,1124682.19066,0,"Savièse, Clos Chamorat"
348,ch14uvag00273585,ch:1:sloid:70771:0:180662,,01,,,20260327,,20260412,ch14uvag00059629,2594236.0,1121562.0,0,"Sion, Pont-sur-la-Sionne"
349,ch14uvag00274392,ch:1:sloid:70483:0:298951,,02,,,20260327,,20260412,ch14uvag00057452,2560569.0,1172230.0,0,"Romont FR, Les Chavannes"
350,ch14uvag00274047,ch:1:sloid:70491:0:750258,,01,,,20260327,,20260412,ch14uvag00043670,2570125.56234,1181737.70474,0,"Corjolens, La Croisée"
352,ch14uvag00255028,ch:1:sloid:8503:0:586789,AS,AS,,,20220621,,20260412,ch14uvag00038859,2663998.23099,1200880.09638,0,Alpnachstad (See)
353,ch14uvag00234867,ch:1:sloid:91393::50,,50,,,20201213,,20260412,ch14uvag00065339,2683949.0,1250671.0,0,"Zürich, Tierspital"
355,ch14uvag00237910,ch:1:sloid:30562:0:287348,,01,,,20260327,,20260412,ch14uvag00062275,2729824.0,1180329.001,0,Obersaxen Valata (Talstation)
356,ch14uvag00328192,ch:1:sloid:18924:1:1,1,840,,,20241121,,20260412,ch14uvag00096338,2688404.78943,1281729.7057,0,Neuhausen Rheinfall
357,ch14uvag00251092,ch:1:sloid:5429:0:532420,A,01,,,20260327,,20260412,ch14uvag00224602,2539171.27896,1181823.92947,0,"Yverdon-les-Bains, Collège des Rives"
358,ch14uvag00230422,ch:1:sloid:7410:1:2,,12,,,19980101,,20260412,ch14uvag00061328,2615552.328,1178303.681,0,"Thun, Wartboden"
359,ch14uvag00225925,ch:1:sloid:94542::50,,50,,,20201213,,20260412,ch14uvag00063679,2702410.0,1242708.0,0,"Wetzikon ZH, Uster-/Weststr."
361,ch14uvag00265071,ch:1:sloid:70485:0:65446,,01,,,20260327,,20260412,ch14uvag00062760,2560089.0,1174682.0,0,"Villars-Bramard, Farzin"
362,ch14uvag00270590,ch:1:sloid:70764:0:18445,,01,,,20260327,,20260412,ch14uvag00058406,2591313.0,1128425.0,0,"Savièse, Sur-le-Scex"
363,ch14uvag00266706,ch:1:sloid:70476:0:356800,,01,,,20260327,,20260412,ch14uvag00062785,2560254.0,1177140.0,0,"Villarzel, Le Cachet"
364,ch14uvag00270678,ch:1:sloid:70484:0:568466,,01,,,20260327,,20260412,ch14uvag00057453,2560294.0,1173615.0,0,"Romont FR, Les Rochettes-PAA"
366,ch14uvag00379478,ch:1:sloid:10240:0:2,,,,,20231218,,20260412,ch14uvag00244370,2758475.34581,1259386.91409,0,"Wienacht-Tobel, Bahnhof"
367,ch14uvag00226570,ch:1:sloid:90605::51,,51,,,20201213,,20260412,ch14uvag00045607,2690393.0,1247418.0,0,"Fällanden, Eggler"
368,ch14uvag00235997,ch:1:sloid:85288:1:2,,11,,,20180601,,20260412,ch14uvag00225211,2644953.403,1164578.206,0,"Grindelwald, Uf Tuft"
369,ch14uvag00263045,ch:1:sloid:72008:0:908216,,01,,,20260327,,20260412,ch14uvag00059826,2593738.0,1249968.0,0,"Soyhières, La Combe"
370,ch14uvag00256844,ch:1:sloid:74220:0:616514,,02,,,20260327,,20260412,ch14uvag00048124,2743903.0,1262122.0,0,"Häggenschwil, Scheidweg"
371,ch14uvag00247331,ch:1:sloid:87593:0:1,,01,,,20260327,,20260412,ch14uvag00054823,2676718.0,1229587.0,0,"Cham, Niederwil"
372,ch14uvag00296277,ch:1:sloid:4742::2,,02,,,20260327,,20260412,ch14uvag00043648,2557572.75123,1203893.67662,0,"Corcelles NE, Pharmacie"
373,ch14uvag00235856,ch:1:sloid:91222::50,,50,,,20201213,,20260412,ch14uvag00065165,2679770.0,1248782.0,0,"Zürich, Kappeli"
374,ch14uvag00232534,ch:1:sloid:91263::80,,80,,,20201213,,20260412,ch14uvag00065205,2686512.0,1251211.0,0,"Zürich, Luchswiesen"
375,ch14uvag00384280,ch:1:sloid:11312::51,,51,,,20250222,,20260412,ch14uvag00383301,2682622.87253,1264598.77975,0,"Bülach, Glasi"
376,ch14uvag00272615,ch:1:sloid:584:0:966341,,01,,,20260327,,20260412,ch14uvag00055184,2637323.02698,1264728.87662,0,"Obermumpf, Alte Post"
